student_id,student_name,TransportMeans,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,WklyStudyHours_num,MathScore,ReadingScore,WritingScore,TotalPerformance
118,Shirley Collins,private,some college,standard,none,married,sometimes,no,3,7.5,72,68,67,low
119,Rachel Reed,school_bus,some college,standard,none,married,regularly,no,3,2.5,64,76,74,medium
120,Sharon Sanchez,private,master's degree,standard,none,single,never,yes,2,2.5,77,81,72,medium
121,Elaine Hunter,school_bus,bachelor's degree,standard,none,married,regularly,yes,0,7.5,52,49,52,low
122,Stephen Webb,school_bus,master's degree,standard,none,single,sometimes,no,1,2.5,87,84,82,medium
123,Crystal Keller,private,some high school,free/reduced,completed,single,regularly,yes,1,2.5,52,36,40,low
124,Edward Vargas,school_bus,some college,free/reduced,completed,married,regularly,yes,2,7.5,89,75,71,medium
125,Christopher Lloyd,school_bus,some college,standard,completed,married,never,no,6,2.5,70,78,80,medium
126,Robin Pratt,private,bachelor's degree,free/reduced,completed,married,sometimes,yes,1,11,76,80,76,medium
127,Maria Jenkins,school_bus,bachelor's degree,standard,none,married,sometimes,yes,1,2.5,56,54,47,low
128,Jodi Stewart,private,some high school,standard,completed,divorced,sometimes,yes,1,7.5,51,54,41,low
129,Seth Wallace,school_bus,high school,standard,none,divorced,sometimes,yes,0,2.5,67,54,54,low
130,Micheal Reed,private,associate's degree,standard,none,married,sometimes,yes,1,7.5,59,66,67,low
131,Matthew Williamson,private,some college,standard,completed,married,sometimes,yes,0,11,73,61,70,low
132,Angel Harris,school_bus,some high school,standard,none,married,sometimes,no,1,7.5,76,72,71,medium
133,Charles Olson,private,some college,free/reduced,none,married,regularly,no,2,7.5,60,62,65,low
134,Robert Wright,private,some college,free/reduced,completed,single,regularly,yes,1,2.5,41,54,54,low
135,Jeremy Lyons,school_bus,high school,standard,none,single,sometimes,no,1,7.5,57,43,47,low
136,Dorothy Skinner,private,some college,standard,none,divorced,sometimes,yes,3,11,90,74,79,medium
137,Philip Maldonado,school_bus,some college,free/reduced,none,single,regularly,yes,1,2.5,21,38,33,low
138,Sierra Frazier,private,bachelor's degree,standard,completed,married,sometimes,yes,1,2.5,65,73,79,medium
139,Richard Tapia,private,associate's degree,free/reduced,completed,married,regularly,no,3,7.5,100,100,95,high
140,Cheyenne Boyer,private,some high school,standard,completed,married,sometimes,no,2,7.5,62,67,69,low
141,Carrie Jennings,school_bus,associate's degree,standard,completed,single,sometimes,yes,2,2.5,57,68,64,low
142,Shelby Lawrence,school_bus,bachelor's degree,standard,none,married,sometimes,no,1,7.5,54,49,47,low
143,Amy Farmer,school_bus,some high school,standard,none,single,never,no,2,2.5,58,65,58,low
144,Christina Walls,school_bus,some college,standard,completed,married,regularly,yes,3,2.5,69,88,88,medium
145,Alisha Bass,school_bus,high school,free/reduced,completed,married,regularly,yes,1,7.5,67,75,79,medium
146,Brian Dean,school_bus,some college,free/reduced,none,married,sometimes,yes,2,2.5,58,59,58,low
147,Terri Harris,private,associate's degree,standard,none,divorced,regularly,yes,2,7.5,62,87,89,medium
148,Justin Briggs,school_bus,associate's degree,free/reduced,none,married,regularly,no,3,11,70,63,66,low
149,Rebecca Morrison,private,associate's degree,free/reduced,completed,single,sometimes,yes,2,7.5,82,78,74,medium
150,Briana Pitts,school_bus,some college,free/reduced,completed,married,sometimes,yes,3,7.5,75,88,85,medium
151,Ashley Nguyen,school_bus,master's degree,free/reduced,none,single,never,no,2,7.5,48,53,52,low
152,Holly Manning,school_bus,high school,standard,none,divorced,sometimes,yes,1,7.5,52,53,49,low
153,Lauren Frey,private,master's degree,standard,none,married,never,yes,3,2.5,76,89,86,medium
154,Stacy Mccoy,school_bus,bachelor's degree,standard,completed,married,sometimes,yes,0,7.5,96,100,100,high
155,Stephanie Elliott,private,high school,free/reduced,completed,single,sometimes,yes,5,7.5,53,51,51,low
156,Larry Daniel,private,master's degree,free/reduced,completed,married,regularly,no,1,11,62,79,83,medium
157,Christine Daniel,private,high school,standard,completed,married,regularly,yes,2,7.5,70,84,79,medium
158,Christopher Hayes,school_bus,high school,standard,completed,divorced,regularly,yes,5,11,76,75,77,medium
159,Taylor Hodges,school_bus,some high school,standard,none,married,sometimes,no,3,2.5,91,86,76,medium
160,Christina Evans,school_bus,some college,standard,none,single,never,yes,3,7.5,76,84,78,medium
161,Robert York,school_bus,associate's degree,standard,none,married,sometimes,yes,2,7.5,63,67,70,low
162,James West,school_bus,bachelor's degree,free/reduced,completed,married,sometimes,no,1,2.5,41,50,52,low
163,Philip Lozano,school_bus,master's degree,standard,completed,divorced,sometimes,yes,1,7.5,81,92,89,high
164,Wendy Thomas,school_bus,high school,free/reduced,completed,married,sometimes,no,2,2.5,44,53,56,low
165,William Welch,school_bus,associate's degree,standard,completed,married,regularly,yes,2,2.5,70,76,77,medium
166,Cody Moore,school_bus,master's degree,free/reduced,completed,divorced,regularly,yes,2,7.5,54,72,65,low
167,Lauren Barrett,school_bus,some high school,standard,completed,divorced,regularly,yes,0,7.5,99,100,100,high
168,Courtney Rice,private,master's degree,free/reduced,completed,single,sometimes,yes,2,2.5,60,68,75,low
169,Victoria Olson,private,some college,free/reduced,none,single,sometimes,yes,1,7.5,46,64,66,low
170,Shelia Robles,private,high school,standard,none,married,sometimes,yes,3,7.5,50,50,47,low
171,Karen Turner,private,associate's degree,standard,none,single,sometimes,no,2,2.5,63,67,68,low
172,Mallory Perry,private,associate's degree,free/reduced,completed,married,never,yes,5,2.5,61,65,62,low
173,Steven Hernandez,school_bus,high school,standard,none,married,never,yes,1,2.5,75,73,62,medium
174,Timothy Craig,private,some high school,standard,completed,married,sometimes,no,4,7.5,62,66,68,low
175,Dylan Ellis,school_bus,some high school,free/reduced,none,married,regularly,no,3,2.5,47,51,45,low
176,Maria Wilson,school_bus,bachelor's degree,standard,none,single,sometimes,yes,1,2.5,74,86,85,medium
177,Russell Smith,school_bus,associate's degree,standard,none,married,sometimes,yes,2,7.5,66,65,69,low
178,Karen Tanner,school_bus,some college,standard,completed,married,sometimes,no,2,2.5,73,81,77,medium
179,Richard Edwards,private,some high school,standard,none,single,sometimes,no,3,7.5,62,64,66,low
180,Ashlee Williamson,school_bus,some college,standard,completed,married,regularly,yes,4,7.5,79,62,63,low
181,John Dunlap,school_bus,master's degree,standard,completed,married,regularly,yes,1,2.5,69,85,87,medium
182,Roberto Robles,school_bus,associate's degree,standard,none,married,regularly,no,4,2.5,60,54,52,low
183,Latasha White,school_bus,some college,free/reduced,completed,married,never,yes,1,7.5,57,67,63,low
184,Cindy Scott,private,high school,free/reduced,none,married,sometimes,no,7,11,56,56,52,low
185,Steve Jimenez,school_bus,some college,free/reduced,none,widowed,regularly,yes,3,11,47,54,57,low
186,Steven Cook,private,bachelor's degree,free/reduced,none,married,regularly,yes,3,7.5,80,80,77,medium
187,Rebecca Patton,private,associate's degree,standard,completed,single,regularly,no,1,2.5,66,83,86,medium
188,Linda Francis,school_bus,some college,free/reduced,none,divorced,sometimes,yes,3,2.5,63,79,75,medium
189,Katherine Fisher,school_bus,associate's degree,standard,none,married,sometimes,yes,2,7.5,69,77,69,medium
190,Andrew Paul,school_bus,associate's degree,standard,none,married,regularly,yes,2,7.5,58,70,69,low
191,Matthew Patton,school_bus,some college,standard,none,single,regularly,yes,1,2.5,58,40,42,low
192,Mark Anderson,school_bus,some high school,standard,completed,married,sometimes,yes,2,2.5,71,69,76,medium
193,Edward Newton,school_bus,bachelor's degree,standard,none,married,regularly,yes,4,7.5,84,62,63,medium
194,Crystal Wilkinson,school_bus,high school,standard,completed,married,regularly,no,2,7.5,83,81,77,medium
195,Adam Oconnor,private,some college,free/reduced,none,married,regularly,yes,1,2.5,73,80,76,medium
196,Karl Douglas,school_bus,some college,free/reduced,none,single,sometimes,no,2,7.5,58,61,66,low
197,Roberto Hicks,school_bus,some high school,free/reduced,completed,widowed,sometimes,yes,3,2.5,77,77,77,medium
198,Monique Malone,school_bus,some college,free/reduced,none,married,sometimes,yes,3,7.5,35,28,27,low
199,Barry Williams,school_bus,high school,free/reduced,none,divorced,sometimes,yes,2,7.5,42,62,60,low
200,Barbara Glover,school_bus,associate's degree,free/reduced,completed,single,regularly,no,1,7.5,61,51,57,low
201,Holly Hoffman,private,high school,standard,none,married,sometimes,yes,1,7.5,87,91,81,high
202,Thomas Douglas,private,some high school,standard,completed,married,regularly,no,2,7.5,86,84,76,medium
203,Phillip Weeks,school_bus,associate's degree,free/reduced,completed,married,sometimes,yes,3,2.5,80,84,86,medium
204,Catherine Smith,school_bus,high school,free/reduced,none,married,regularly,no,3,2.5,33,41,39,low
205,Connor Campbell,school_bus,high school,free/reduced,none,married,sometimes,no,2,2.5,64,75,68,low
206,Evelyn Hill,school_bus,some high school,standard,completed,single,never,no,1,7.5,59,55,54,low
207,Christopher Kennedy,school_bus,high school,standard,completed,widowed,regularly,yes,4,7.5,57,69,75,low
208,Joshua Robinson,school_bus,associate's degree,standard,none,married,sometimes,yes,0,11,89,86,74,medium
209,Tyler Gibson,school_bus,some high school,free/reduced,none,divorced,sometimes,no,3,7.5,55,65,62,low
210,Tina Craig,school_bus,some high school,standard,none,married,regularly,no,3,7.5,88,81,76,medium
211,Steven Green,school_bus,associate's degree,standard,completed,divorced,regularly,yes,3,11,55,67,76,low
212,Melissa Walter,private,master's degree,free/reduced,none,married,sometimes,no,2,2.5,43,55,52,low
213,Michael Shea,school_bus,some college,standard,none,married,sometimes,yes,5,7.5,72,72,71,medium
214,Kelli Mason,school_bus,high school,standard,none,single,regularly,yes,0,7.5,58,50,55,low
215,Craig Brown,school_bus,some college,free/reduced,none,divorced,sometimes,no,4,7.5,68,72,64,low
216,Erin Murray,school_bus,some college,standard,completed,married,regularly,yes,3,11,93,97,98,high
217,Jeff Hernandez,school_bus,some college,standard,none,married,regularly,yes,0,7.5,78,64,67,medium
218,Danielle Powell,private,associate's degree,standard,none,married,regularly,yes,1,7.5,47,43,43,low
219,Philip Simon,school_bus,bachelor's degree,standard,none,married,sometimes,yes,2,7.5,67,86,83,medium
220,William Duran,school_bus,some high school,standard,none,divorced,sometimes,yes,3,11,94,88,79,high
221,Gerald Norman,school_bus,bachelor's degree,standard,completed,married,sometimes,no,3,11,85,83,85,medium
222,Allen Evans,school_bus,associate's degree,standard,none,married,regularly,no,1,11,84,77,80,medium
223,Heather Ferguson,school_bus,bachelor's degree,free/reduced,none,divorced,regularly,no,2,2.5,62,65,67,low
224,Roberto Valencia,school_bus,some high school,standard,none,married,sometimes,yes,4,2.5,62,59,72,low
225,Wendy Guerrero,private,some college,standard,none,married,regularly,yes,2,11,57,53,53,low
226,Sara Garrett,private,associate's degree,standard,none,married,sometimes,yes,1,7.5,84,80,80,medium
227,Chris Holmes,private,high school,free/reduced,completed,divorced,sometimes,yes,1,11,75,69,67,medium
228,Doris Stephens,private,bachelor's degree,standard,none,single,regularly,no,4,7.5,82,84,85,medium
229,Lori Gray,school_bus,some college,standard,none,single,regularly,no,2,2.5,58,50,43,low
230,Raymond Ross,school_bus,some high school,standard,none,divorced,regularly,yes,1,2.5,74,73,69,medium
231,Michelle Roth,private,associate's degree,standard,none,married,sometimes,no,3,2.5,82,74,69,medium
232,Bridget Cole,school_bus,associate's degree,standard,none,married,regularly,no,2,7.5,91,77,75,medium
233,Chelsey Graham,private,high school,standard,completed,single,sometimes,yes,1,7.5,58,70,68,low
234,Raymond Everett,private,high school,standard,none,married,sometimes,yes,2,2.5,63,63,60,low
235,George Conway,school_bus,high school,standard,none,married,sometimes,no,2,11,70,60,54,low
236,Jennifer Shaw,school_bus,some high school,standard,completed,single,sometimes,yes,2,7.5,47,49,49,low
237,Jeremy Ward,school_bus,some college,free/reduced,none,married,regularly,yes,4,2.5,70,82,83,medium
238,Edward Maldonado,private,some high school,standard,completed,single,sometimes,yes,3,7.5,60,70,70,low
239,Travis Harrington,school_bus,master's degree,standard,none,married,sometimes,no,3,7.5,80,80,72,medium
240,Keith Wilson,private,high school,standard,none,married,sometimes,yes,0,7.5,54,52,52,low
241,Tasha Wright,school_bus,some college,standard,none,single,sometimes,no,1,7.5,62,73,70,low
242,Corey Gonzalez,private,associate's degree,free/reduced,none,single,sometimes,no,5,2.5,62,71,66,low
243,April Arellano,school_bus,associate's degree,standard,completed,married,regularly,yes,1,7.5,80,78,78,medium
244,Jennifer Keller,private,some high school,free/reduced,completed,married,sometimes,yes,1,11,65,80,78,medium
245,Kevin Turner,school_bus,some college,standard,completed,married,sometimes,no,2,7.5,79,79,78,medium
246,Eugene Bauer,private,some high school,free/reduced,none,married,regularly,no,2,7.5,45,50,52,low
247,Brian Sherman,private,high school,standard,none,single,sometimes,yes,1,7.5,99,93,90,high
248,Andrew Brooks,private,high school,standard,none,married,sometimes,no,2,7.5,76,73,68,medium
249,Garrett Clark,school_bus,some high school,free/reduced,none,divorced,sometimes,no,1,2.5,57,41,40,low
250,Jack Baker,school_bus,bachelor's degree,standard,none,married,sometimes,no,2,2.5,61,73,79,medium
251,Dawn Gilbert,school_bus,high school,standard,none,married,regularly,no,3,7.5,71,73,78,medium
252,Troy Clark,school_bus,associate's degree,standard,completed,married,regularly,yes,5,11,93,94,99,high
253,Meghan Jones,school_bus,some college,free/reduced,none,married,sometimes,no,2,7.5,71,76,70,medium
254,Stephanie Blackwell,school_bus,bachelor's degree,standard,none,married,sometimes,yes,2,7.5,69,63,61,low
255,Nicole Baird,school_bus,some college,standard,none,single,regularly,yes,1,2.5,57,48,42,low
256,Margaret Figueroa,private,associate's degree,free/reduced,none,single,regularly,yes,2,7.5,48,53,59,low
257,Katherine Irwin,private,some college,standard,none,married,sometimes,no,2,7.5,65,70,71,low
258,Corey Hernandez,school_bus,some college,standard,completed,widowed,sometimes,yes,1,2.5,85,83,74,medium
259,Jordan Rodriguez,school_bus,bachelor's degree,standard,none,married,sometimes,no,3,7.5,83,78,73,medium
260,Travis Hoffman,private,some high school,standard,completed,married,sometimes,yes,3,2.5,82,90,91,high
261,David Fox,school_bus,some college,standard,completed,single,sometimes,no,4,2.5,57,62,73,low
262,James Russell,school_bus,some high school,free/reduced,none,married,sometimes,yes,1,7.5,65,86,80,medium
263,Elijah Short,school_bus,bachelor's degree,free/reduced,none,widowed,sometimes,no,2,7.5,73,56,57,low
264,Eric Day,private,high school,standard,none,divorced,sometimes,no,2,7.5,45,48,46,low
265,John Mills,school_bus,bachelor's degree,free/reduced,none,divorced,regularly,no,3,7.5,75,80,86,medium
266,Phillip Graham,school_bus,some college,free/reduced,completed,married,never,yes,2,7.5,67,76,76,medium
267,John Kim,private,some high school,standard,none,married,regularly,yes,0,2.5,36,45,46,low
268,Matthew Strickland,school_bus,associate's degree,standard,completed,married,never,yes,3,7.5,78,80,79,medium
269,Angela Smith,private,associate's degree,standard,completed,married,regularly,yes,0,7.5,99,83,90,high
270,Judith Lindsey,school_bus,some high school,standard,none,married,sometimes,no,1,2.5,64,87,80,medium
271,Scott Snow,school_bus,bachelor's degree,free/reduced,none,single,sometimes,yes,0,2.5,85,73,74,medium
272,Emily Richardson,school_bus,some high school,standard,completed,married,sometimes,yes,1,11,79,77,78,medium
273,Erin Cooper,school_bus,associate's degree,standard,none,married,sometimes,no,2,7.5,76,70,68,medium
274,Jose Le,private,some high school,standard,none,married,sometimes,yes,2,2.5,83,71,68,medium
275,Sarah Burgess,private,some high school,standard,completed,married,never,yes,1,7.5,61,59,55,low
276,James Hicks,school_bus,bachelor's degree,standard,none,married,sometimes,yes,2,11,66,74,76,medium
277,Lauren Randolph,school_bus,high school,free/reduced,completed,single,regularly,yes,3,7.5,80,78,82,medium
278,Lauren Doyle,school_bus,associate's degree,free/reduced,none,married,never,yes,1,11,66,61,59,low
279,Anna Parker,school_bus,some high school,standard,completed,widowed,regularly,no,2,7.5,47,41,44,low
280,Tara Yu,school_bus,associate's degree,standard,completed,single,regularly,no,1,7.5,73,75,69,medium
281,Tina Cox,private,some college,free/reduced,completed,single,regularly,no,2,2.5,39,45,50,low
282,Brian Cervantes,school_bus,associate's degree,free/reduced,none,married,regularly,no,2,2.5,89,86,75,medium
283,Aaron Everett,private,some college,free/reduced,completed,married,never,yes,2,2.5,76,75,77,medium
284,Kristina Johnson,school_bus,some high school,free/reduced,none,divorced,regularly,no,4,2.5,55,53,52,low
285,Timothy Schroeder,school_bus,associate's degree,standard,completed,single,never,yes,5,11,66,83,80,medium
